Song,Artist,Failed Reason
"Villa-Lobos: Choros No. 1 for Guitar| W 161 ""Choro tipico""",100 Best Guitar Classics,No suitable video
Rodrigo: Concierto de Aranjuez: III. Allegro gentile,100 Best Guitar Classics,No suitable video
La Abeias · Etüde,100 Best Guitar Classics,No suitable video
Concierto Andaluz: I. Tiempo de Bolero (Allegro vivace),100 Best Guitar Classics,No suitable video
Rodrigo: Concierto de Aranjuez: II. Adagio,100 Best Guitar Classics,No suitable video
Suite española No. 1 Op. 47 (1988 Digital Remaster): Granada,100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
Suite española No. 1 Op. 47 (1988 Digital Remaster): Granada,100 Best Guitar Classics,No suitable video
III. Celebration from Concerto for Guitar & Orchestra for Two Christophers,100 Best Guitar Classics,No suitable video
Canciones Populares Catalanas,100 Best Guitar Classics,No suitable video
Danzas Espanolas: Nr. 5: Andaluza,100 Best Guitar Classics,No suitable video
"Rodrigo: Invocación y Danza| ""Homenaje a Manuel de Falla"":",100 Best Guitar Classics,No suitable video
Partita Nr.2 d-moll BWV 1004 (transcr. für Gitarre): Gigue,100 Best Guitar Classics,No suitable video
Maria (Gavota),100 Best Guitar Classics,No suitable video
Harpsichord Concerto oin E BWV 1053,100 Best Guitar Classics,No suitable video
Fantasía para un gentilhombre: I. Adagietto - Andante (Villano y Ricercare),100 Best Guitar Classics,No suitable video
Turina: Homenaje a Tarrega| Op. 69: I. Garrotin - II. Soleares,100 Best Guitar Classics,No suitable video
Nocturnal after John Dowland| Op.70: V. March-like (Quasi una marcia),100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
Nocturnal after John Dowland| Op.70: V. March-like (Quasi una marcia),100 Best Guitar Classics,No suitable video
Bookends,100 Best Guitar Classics,No suitable video
Ojos brujos (Les Yeux sorciers) · für Gitarre solo,100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
Ojos brujos (Les Yeux sorciers) · für Gitarre solo,100 Best Guitar Classics,No suitable video
Bach: Die Lauten-Suiten (The Lute Suites)| Suite in E Major| BWV 1006a: Gavotte en rondeau,100 Best Guitar Classics,No suitable video
Rodrigo: Tres piezas españolas: III. Zapateado (Allegro),100 Best Guitar Classics,No suitable video
Madronos,100 Best Guitar Classics,No suitable video
Variations On A Theme Of Mozart,100 Best Guitar Classics,No suitable video
Mazurka Apasionata,100 Best Guitar Classics,No suitable video
Sonata in A major Kk 322,100 Best Guitar Classics,No suitable video
3 Mexican Songs (Allegro-Andante-Allegro),100 Best Guitar Classics,No suitable video
Lennon / McCartney: Eleanor Rigby (Arr. Leo Brouwer),100 Best Guitar Classics,No suitable video
Countess of Pembroke's Paradise (Pavan No.15),100 Best Guitar Classics,No suitable video
Granados: 8 Valses poeticos: No. 1 Vivace molto and Melodico - No. 6.Quasi ad libitum (sentimental) - No. 8 Presto,100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
Granados: 8 Valses poeticos: No. 1 Vivace molto and Melodico - No. 6.Quasi ad libitum (sentimental) - No. 8 Presto,100 Best Guitar Classics,No suitable video
Concierto madrigal: VII. Fandango (Molto rítmico),100 Best Guitar Classics,No suitable video
Recuerdos de viaje| Op.71: II. Asturias,100 Best Guitar Classics,No suitable video
Suite venezolana (1998 Digital Remaster): Danza negra,100 Best Guitar Classics,No suitable video
Rodrigo: Concierto de Aranjuez: I. Allegro con spirito,100 Best Guitar Classics,No suitable video
Five Preludes (1998 Digital Remaster): No. 1 in E minor,100 Best Guitar Classics,No suitable video
Granados: 12 Tonadillas en estilo antiguo| H. 136: VIII. La maja de Goya,100 Best Guitar Classics,No suitable video
Tedesco: Tarentella,100 Best Guitar Classics,No suitable video
Suite venezolana (1998 Digital Remaster): Valse,100 Best Guitar Classics,No suitable video
Etude No.1 en mi mineur,100 Best Guitar Classics,No suitable video
Five Preludes (1998 Digital Remaster): No. 3 in A minor,100 Best Guitar Classics,No suitable video
Gigue,100 Best Guitar Classics,No suitable video
Concerto in D Major| RV 93: Largo,100 Best Guitar Classics,No suitable video
Koln Concert| Pt IIc,100 Best Guitar Classics,No suitable video
Sonata (Dedicated to Ernesto Bitetti) (1990 Digital Remaster): III. Bárbaro,100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
Sonata (Dedicated to Ernesto Bitetti) (1990 Digital Remaster): III. Bárbaro,100 Best Guitar Classics,No suitable video
La Catedral: Preludio - Andante religioso - Allegro solemne,100 Best Guitar Classics,No suitable video
"Four Movements from the ballet ""El sombrero de tres picos"" (""Der Dreispitz"") (1+2 - 3+4): Tanz des Corregidors - Tanz der Müllerin",100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
"Four Movements from the ballet ""El sombrero de tres picos"" (""Der Dreispitz"") (1+2 - 3+4): Tanz des Corregidors - Tanz der Müllerin",100 Best Guitar Classics,No suitable video
Vals Op.8| No.4,100 Best Guitar Classics,No suitable video
Recuerdos de viaje| Op.71: I. En el mar,100 Best Guitar Classics,No suitable video
"Four Movements from the ballet ""El sombrero de tres picos"" (""Der Dreispitz"") (1+2 - 3+4): Die Nacht - Tanz des Müllers",100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
"Four Movements from the ballet ""El sombrero de tres picos"" (""Der Dreispitz"") (1+2 - 3+4): Die Nacht - Tanz des Müllers",100 Best Guitar Classics,No suitable video
Vivaldi: Concerto in C Major| RV 425: III. Allegro,100 Best Guitar Classics,No suitable video
Guajira criolla · für Gitarre solo,100 Best Guitar Classics,No suitable video
Präludium| Fuge und Allegor Es-dur BWV 998: Präludium,100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
Präludium| Fuge und Allegor Es-dur BWV 998: Präludium,100 Best Guitar Classics,No suitable video
Sor: Grand solo in D Major| Op. 14,100 Best Guitar Classics,No suitable video
"Variations sur ""Guardam las vacas""",100 Best Guitar Classics,No suitable video
Mompou: Suite Compostelana: Canción (extract)),100 Best Guitar Classics,No suitable video
O mia cieca e dura sorte,100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
O mia cieca e dura sorte,100 Best Guitar Classics,No suitable video
Sonata in E major Kk 380,100 Best Guitar Classics,No suitable video
Walton: Five Bagatelles for guitar: IV. [Lento],100 Best Guitar Classics,No suitable video
Recuerdos de viaje| Op.71: VI. Rumores de la caleta (Malagueña),100 Best Guitar Classics,No suitable video
Lennon / McCartney: Yesterday (Arr. Toru Takemitsu),100 Best Guitar Classics,No suitable video
Recuerdos de viaje| Op.71: V. Puerta de tierra (Bolero),100 Best Guitar Classics,No suitable video
Jesu| Joy Of Man's Desiring from Cantata,100 Best Guitar Classics,No suitable video
Suite Nr.11 h-moll,100 Best Guitar Classics,No suitable video
Concierto madrigal: VI. Pastoral (Allegretto),100 Best Guitar Classics,No suitable video
Yepes: Romance Anónimo (from Jeux Interdits),100 Best Guitar Classics,No suitable video
Rodrigo: Tres piezas españolas: I. Fandango (Allegretto),100 Best Guitar Classics,No suitable video
Aconquija · Air guarani,100 Best Guitar Classics,No suitable video
Recuerdos de la Alhambra,100 Best Guitar Classics,No suitable video
Carillon de Village,100 Best Guitar Classics,No suitable video
Concierto madrigal: IX. Zapateado (Allegro vivace),100 Best Guitar Classics,No suitable video
Lennon / McCartney: Penny Lane (Arr. Leo Brouwer),100 Best Guitar Classics,No suitable video
Concierto madrigal: VIII. Arieta (Andante nostalgico),100 Best Guitar Classics,No suitable video
Pièces de Luth (2000 Digital Remaster)| Denis Gaultier (1597-1672): Pièces En Sol Majeur,100 Best Guitar Classics,No suitable video
Praetorius: Suite in D Major ( from Terpischore): I. Courante - II. Ballet - VII. Volte,100 Best Guitar Classics,No suitable video
Werther (2003 Digital Remaster)| Troisième Acte: Toute mon âme est là!...Pourquoi me réveiller (Charlotte/Werther),100 Best Opera Classics,Every channel is None or video duration is not between 60 and 600 seconds
Werther (2003 Digital Remaster)| Troisième Acte: Toute mon âme est là!...Pourquoi me réveiller (Charlotte/Werther),100 Best Opera Classics,No suitable video
Pièces de Luth (2000 Digital Remaster)| Charles Mouton (1626-Nach 1692)| Pièces En Fa Dièse Mineur: La Belle Iris (Allemande),100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
Pièces de Luth (2000 Digital Remaster)| Charles Mouton (1626-Nach 1692)| Pièces En Fa Dièse Mineur: La Belle Iris (Allemande),100 Best Guitar Classics,No suitable video
Don Giovanni (2002 Digital Remaster)| Act I (2002 Digital Remaster)| Scene Three (2002 Digital Remaster)| Recitative & Duet (2002 Digital Remaster): Duet: La ci darem la mano (Don Giovanni/Zerlina) (2002 Digital Remaster),100 Best Opera Classics,Every channel is None or video duration is not between 60 and 600 seconds
Don Giovanni (2002 Digital Remaster)| Act I (2002 Digital Remaster)| Scene Three (2002 Digital Remaster)| Recitative & Duet (2002 Digital Remaster): Duet: La ci darem la mano (Don Giovanni/Zerlina) (2002 Digital Remaster),100 Best Opera Classics,No suitable video
Manon: Allons| il le faut ... Adieu| notre petite table (Act 2),100 Best Opera Classics,No suitable video
"Rossini: Il barbiere di Siviglia| Act 1 Scene 5: No. 9| Cavatina| ""Una voce poco fa"" (Rosina)",100 Best Opera Classics,No suitable video
Les Pêcheurs de Perles|: C'est toi....Au fond du temple saint,100 Best Opera Classics,No suitable video
"Puccini: La Bohème| Act 1: ""Che gelida manina"" (Rodolfo)",100 Best Opera Classics,No suitable video
Recitative & Aria:Temerari....Come Scoglio (Cosi Fan Tutte| Act I),100 Best Opera Classics,No suitable video
"Mozart: Die Zauberflöte| K. 620| Act 1 Scene 2: No. 2| Lied| ""Der Vogelfänger bin ich ja"" (Papageno)",100 Best Opera Classics,No suitable video
Tannhäuser: Dich teure Halle (Elisabeth's Greeting),100 Best Opera Classics,No suitable video
"Mozart: Le Nozze di Figaro| K. 492| Act 3 Scene 8: No. 20| Recitativo and Aria ""E Susanna non vien!...Dove sono"" (Contessa)",100 Best Opera Classics,Every channel is None or video duration is not between 60 and 600 seconds
"Mozart: Le Nozze di Figaro| K. 492| Act 3 Scene 8: No. 20| Recitativo and Aria ""E Susanna non vien!...Dove sono"" (Contessa)",100 Best Opera Classics,No suitable video
Tristan und Isolde (1988 - Remaster)| Act III| Scene III: Mild und leise wie er lächelt (Isoldes Liebestod),100 Best Opera Classics,No suitable video
"Catalani: La Wally| Act 1: ""Ebben?...Ne andrò lontana"" (Wally)",100 Best Opera Classics,No suitable video
Die Walküre (1994 Digital Remaster)| ACT 3| Scene 3: Leb wohl| du kühnes| herrliches Kind! (Wotan's Farewell) (Wotan),100 Best Opera Classics,Every channel is None or video duration is not between 60 and 600 seconds
Die Walküre (1994 Digital Remaster)| ACT 3| Scene 3: Leb wohl| du kühnes| herrliches Kind! (Wotan's Farewell) (Wotan),100 Best Opera Classics,No suitable video
Fedora: Amor ti vieta,100 Best Opera Classics,No suitable video
Siegfried| DRITTER AUFZUG/ACT 3/TROISIEME ACTE| Dritte Szene/Scene 3/Troisième Scène: Heil dir| Sonne! (Brünnhilde/Siegfried),100 Best Opera Classics,Every channel is None or video duration is not between 60 and 600 seconds
Siegfried| DRITTER AUFZUG/ACT 3/TROISIEME ACTE| Dritte Szene/Scene 3/Troisième Scène: Heil dir| Sonne! (Brünnhilde/Siegfried),100 Best Opera Classics,No suitable video
The Damnation of Faust| Part III| Scene 12: Maintenant| chantons ... Devant la maison de celui qui t'adore,100 Best Opera Classics,No suitable video
"Verdi: Don Carlo (1886 Modena Five-Act Version)| Act 2 Scene 2: ""Nei giardin del bello … Tessete i veli"" (Eboli| Tebaldo| Dame)",100 Best Opera Classics,Every channel is None or video duration is not between 60 and 600 seconds
"Verdi: Don Carlo (1886 Modena Five-Act Version)| Act 2 Scene 2: ""Nei giardin del bello … Tessete i veli"" (Eboli| Tebaldo| Dame)",100 Best Opera Classics,No suitable video
Le Postillon de Lonjumeau| Act 1: Mes amis| écoutez l'histoire (Freunde| vernehmet die Geschichte),100 Best Opera Classics,No suitable video
Der Rosenkavalier (2001 Digital Remaster)| Act One: Da geht er hin| der aufgeblasene schlechte Kerl (Marschallin),100 Best Opera Classics,Every channel is None or video duration is not between 60 and 600 seconds
Der Rosenkavalier (2001 Digital Remaster)| Act One: Da geht er hin| der aufgeblasene schlechte Kerl (Marschallin),100 Best Opera Classics,No suitable video
Pagliacci| Act 1 (1987 Digital Remaster): Recitar!....Vesti la giubba,100 Best Opera Classics,Every channel is None or video duration is not between 60 and 600 seconds
Pagliacci| Act 1 (1987 Digital Remaster): Recitar!....Vesti la giubba,100 Best Opera Classics,No suitable video
"Donizetti: Lucia di Lammermoor| Act 3: ""Il dolce suono"" (Lucia)",100 Best Opera Classics,No suitable video
"Bizet: Carmen| WD 31| Act 1 Scene 4: Récitatif| ""Quand je vous aimerai?"" - No. 5| Havanaise| ""L'amour est un oiseau rebelle"" (Carmen| Chorus)",100 Best Opera Classics,No suitable video
Don Giovanni K527| ATTO SECONDO| Scena prima: Serenata: Deh vieni all finestra (Don Giovanni),100 Best Opera Classics,No suitable video
Aida - Act 1 (1989 Digital Remaster): Se quel guerrier io fossi!....Celeste Aida,100 Best Opera Classics,No suitable video
"Verdi: Otello| Act 4: ""Ave Maria| piena di grazia"" (Desdemona)",100 Best Opera Classics,No suitable video
Otello| Act IV| Terza e quarta scena: Niun mi tema (Otello),100 Best Opera Classics,No suitable video
"Puccini: Manon Lescaut| Act 2: ""In quelle trine morbide"" (Manon)",100 Best Opera Classics,No suitable video
"Puccini: Madama Butterfly| Act 2 Scene 1: ""Un bel di vedremo"" (Butterfly)",100 Best Opera Classics,No suitable video
"Rossini: Il Barbiere di Siviglia| Act 1: ""La calunnia è un venticello"" (Basilio)",100 Best Opera Classics,No suitable video
"Verdi: Rigoletto: Act 1: ""Gualtier Maldè ...Caro nome"" (Gilda)",100 Best Opera Classics,No suitable video
"Donizetti: Don Pasquale| Act 3: ""Com' è gentil la notte a mezzo"" (Ernesto)",100 Best Opera Classics,Every channel is None or video duration is not between 60 and 600 seconds
